year,boro,uhf,sex,risk,hivdx,concurrent,linked30d,linked60d,linked3m,linked12m,newdx_ret,vls_6m,VLS_12m,AIDS_12m,AIDS_24m,Med_CD4,hivdx_rate,AIDSdx,PLWDHI,incare,Ret,VLtest,VLS,PLWDHI_rate,Deaths,Death_rate
2002sep,Brooklyn,Canarsie - Flatlands,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,14.8
2002sep,Brooklyn,Canarsie - Flatlands,Male,Unknown,18,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,.,.,6,19.5
2002sep,Brooklyn,Coney Island - Sheepshead Bay,All,All,48,.,.,.,.,.,.,.,.,.,.,.,.,63,.,.,.,.,.,.,40,30
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Female,All,21,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,13,30.5
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Female,Heterosexual,8,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,5,33.9
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Female,Injection drug use history (IDU),3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,5,54
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Female,Unknown,10,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,3,17.8
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,All,27,.,.,.,.,.,.,.,.,.,.,.,.,37,.,.,.,.,.,.,27,29.2
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,Heterosexual,4,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,5,54.7
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,Injection drug use history (IDU),6,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,16,44
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,MSM-IDU,1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,1,13.9
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,Men who have sex with men (MSM),5,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,2,5.5
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Coney Island - Sheepshead Bay,Male,Unknown,11,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,3,13.9
2002sep,Brooklyn,Downtown - Heights - Park Slope,All,All,127,.,.,.,.,.,.,.,.,.,.,.,.,141,.,.,.,.,.,.,100,31.9
2002sep,Brooklyn,Downtown - Heights - Park Slope,Female,All,22,.,.,.,.,.,.,.,.,.,.,.,.,38,.,.,.,.,.,.,23,29.6
2002sep,Brooklyn,Downtown - Heights - Park Slope,Female,Heterosexual,11,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,7,33
2002sep,Brooklyn,Downtown - Heights - Park Slope,Female,Injection drug use history (IDU),4,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,11,30.3
2002sep,Brooklyn,Downtown - Heights - Park Slope,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Downtown - Heights - Park Slope,Female,Unknown,7,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,5,16.7
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,All,105,.,.,.,.,.,.,.,.,.,.,.,.,103,.,.,.,.,.,.,77,33
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,Heterosexual,3,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,4,22.9
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,Injection drug use history (IDU),15,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,32,88.6
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,MSM-IDU,2,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,2,9.6
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,Men who have sex with men (MSM),58,.,.,.,.,.,.,.,.,.,.,.,.,36,.,.,.,.,.,.,17,12.5
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Downtown - Heights - Park Slope,Male,Unknown,27,.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,.,22,62
2002sep,Brooklyn,East Flatbush - Flatbush,All,All,237,.,.,.,.,.,.,.,.,.,.,.,.,213,.,.,.,.,.,.,133,37.8
2002sep,Brooklyn,East Flatbush - Flatbush,Female,All,94,.,.,.,.,.,.,.,.,.,.,.,.,87,.,.,.,.,.,.,46,31.4
2002sep,Brooklyn,East Flatbush - Flatbush,Female,Heterosexual,51,.,.,.,.,.,.,.,.,.,.,.,.,41,.,.,.,.,.,.,13,22.6
2002sep,Brooklyn,East Flatbush - Flatbush,Female,Injection drug use history (IDU),8,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,16,48.9
2002sep,Brooklyn,East Flatbush - Flatbush,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,5.9
2002sep,Brooklyn,East Flatbush - Flatbush,Female,Unknown,35,.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,.,.,16,33.4
2002sep,Brooklyn,East Flatbush - Flatbush,Male,All,143,.,.,.,.,.,.,.,.,.,.,.,.,126,.,.,.,.,.,.,87,38.5
2002sep,Brooklyn,East Flatbush - Flatbush,Male,Heterosexual,19,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,.,.,5,23.4
2002sep,Brooklyn,East Flatbush - Flatbush,Male,Injection drug use history (IDU),10,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,29,72.2
2002sep,Brooklyn,East Flatbush - Flatbush,Male,MSM-IDU,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2,27.7
2002sep,Brooklyn,East Flatbush - Flatbush,Male,Men who have sex with men (MSM),57,.,.,.,.,.,.,.,.,.,.,.,.,37,.,.,.,.,.,.,21,32.4
2002sep,Brooklyn,East Flatbush - Flatbush,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Brooklyn,East Flatbush - Flatbush,Male,Unknown,56,.,.,.,.,.,.,.,.,.,.,.,.,57,.,.,.,.,.,.,30,35.6
2002sep,Brooklyn,East New York,All,All,146,.,.,.,.,.,.,.,.,.,.,.,.,146,.,.,.,.,.,.,86,43.3
2002sep,Brooklyn,East New York,Female,All,69,.,.,.,.,.,.,.,.,.,.,.,.,69,.,.,.,.,.,.,29,23.7
2002sep,Brooklyn,East New York,Female,Heterosexual,29,.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,.,.,12,13.5
2002sep,Brooklyn,East New York,Female,Injection drug use history (IDU),11,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,6,12.7
2002sep,Brooklyn,East New York,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Brooklyn,East New York,Female,Unknown,29,.,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,.,.,11,46.9
2002sep,Brooklyn,East New York,Male,All,77,.,.,.,.,.,.,.,.,.,.,.,.,77,.,.,.,.,.,.,57,56.5
2002sep,Brooklyn,East New York,Male,Heterosexual,8,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,6,53.5
2002sep,Brooklyn,East New York,Male,Injection drug use history (IDU),12,.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,.,24,25.3
2002sep,Brooklyn,East New York,Male,MSM-IDU,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,14
2002sep,Brooklyn,East New York,Male,Men who have sex with men (MSM),24,.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,.,7,22
2002sep,Brooklyn,East New York,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,East New York,Male,Unknown,32,.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,.,18,93.8
2002sep,Brooklyn,Greenpoint,All,All,37,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,21,13.9
2002sep,Brooklyn,Greenpoint,Female,All,9,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,2,4.2
2002sep,Brooklyn,Greenpoint,Female,Heterosexual,6,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,1,6.8
2002sep,Brooklyn,Greenpoint,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,4.1
2002sep,Brooklyn,Greenpoint,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Greenpoint,Female,Unknown,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Greenpoint,Male,All,28,.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,.,.,19,17.1
2002sep,Brooklyn,Greenpoint,Male,Heterosexual,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,41.4
2002sep,Brooklyn,Greenpoint,Male,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,8,17.7
2002sep,Brooklyn,Greenpoint,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Greenpoint,Male,Men who have sex with men (MSM),17,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,2,12.1
2002sep,Brooklyn,Greenpoint,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Greenpoint,Male,Unknown,7,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,7,23.9
2002sep,Brooklyn,Sunset Park,All,All,23,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,22,20.7
2002sep,Brooklyn,Sunset Park,Female,All,9,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,10,36.3
2002sep,Brooklyn,Sunset Park,Female,Heterosexual,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,5,22.2
2002sep,Brooklyn,Sunset Park,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,4,35.1
2002sep,Brooklyn,Sunset Park,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,29.6
2002sep,Brooklyn,Sunset Park,Female,Unknown,3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Sunset Park,Male,All,14,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,.,.,12,12.1
2002sep,Brooklyn,Sunset Park,Male,Heterosexual,2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Sunset Park,Male,Injection drug use history (IDU),3,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,4,8.4
2002sep,Brooklyn,Sunset Park,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Sunset Park,Male,Men who have sex with men (MSM),4,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,3,7.1
2002sep,Brooklyn,Sunset Park,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Sunset Park,Male,Unknown,5,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,5,35.8
2002sep,Brooklyn,Williamsburg - Bushwick,All,All,205,.,.,.,.,.,.,.,.,.,.,.,.,187,.,.,.,.,.,.,111,42.1
2002sep,Brooklyn,Williamsburg - Bushwick,Female,All,71,.,.,.,.,.,.,.,.,.,.,.,.,60,.,.,.,.,.,.,47,46.4
2002sep,Brooklyn,Williamsburg - Bushwick,Female,Heterosexual,37,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,.,.,14,34.8
2002sep,Brooklyn,Williamsburg - Bushwick,Female,Injection drug use history (IDU),9,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,.,.,16,61.7
2002sep,Brooklyn,Williamsburg - Bushwick,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Brooklyn,Williamsburg - Bushwick,Female,Unknown,25,.,.,.,.,.,.,.,.,.,.,.,.,23,.,.,.,.,.,.,17,54.5
2002sep,Brooklyn,Williamsburg - Bushwick,Male,All,134,.,.,.,.,.,.,.,.,.,.,.,.,127,.,.,.,.,.,.,64,40.1
2002sep,Brooklyn,Williamsburg - Bushwick,Male,Heterosexual,13,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,2,8.8
2002sep,Brooklyn,Williamsburg - Bushwick,Male,Injection drug use history (IDU),9,.,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,.,.,.,28,31.8
2002sep,Brooklyn,Williamsburg - Bushwick,Male,MSM-IDU,3,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,3,14.9
2002sep,Brooklyn,Williamsburg - Bushwick,Male,Men who have sex with men (MSM),43,.,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,.,.,.,8,13.9
2002sep,Brooklyn,Williamsburg - Bushwick,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,54.7
2002sep,Brooklyn,Williamsburg - Bushwick,Male,Unknown,66,.,.,.,.,.,.,.,.,.,.,.,.,52,.,.,.,.,.,.,21,55.2
2002sep,Manhattan,All,All,All,1441,.,.,.,.,.,.,.,.,.,.,.,.,1168,.,.,.,.,.,.,622,23.2
2002sep,Manhattan,All,Female,All,333,.,.,.,.,.,.,.,.,.,.,.,.,287,.,.,.,.,.,.,147,26.3
2002sep,Manhattan,All,Female,Heterosexual,148,.,.,.,.,.,.,.,.,.,.,.,.,115,.,.,.,.,.,.,37,16.9
2002sep,Manhattan,All,Female,Injection drug use history (IDU),50,.,.,.,.,.,.,.,.,.,.,.,.,63,.,.,.,.,.,.,75,44.1
2002sep,Manhattan,All,Female,Perinatal,1,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,1,2.1
2002sep,Manhattan,All,Female,Unknown,134,.,.,.,.,.,.,.,.,.,.,.,.,102,.,.,.,.,.,.,33,21.9
2002sep,Manhattan,All,Male,All,1108,.,.,.,.,.,.,.,.,.,.,.,.,881,.,.,.,.,.,.,475,22.1
2002sep,Manhattan,All,Male,Heterosexual,66,.,.,.,.,.,.,.,.,.,.,.,.,70,.,.,.,.,.,.,26,30.5
2002sep,Manhattan,All,Male,Injection drug use history (IDU),102,.,.,.,.,.,.,.,.,.,.,.,.,142,.,.,.,.,.,.,162,31.7
2002sep,Manhattan,All,Male,MSM-IDU,31,.,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,.,.,.,24,29.5
2002sep,Manhattan,All,Male,Men who have sex with men (MSM),630,.,.,.,.,.,.,.,.,.,.,.,.,416,.,.,.,.,.,.,148,13.5
2002sep,Manhattan,All,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,0,0
2002sep,Manhattan,All,Male,Unknown,279,.,.,.,.,.,.,.,.,.,.,.,.,218,.,.,.,.,.,.,112,29.1
2002sep,Manhattan,Central Harlem - Morningside Heights,All,All,256,.,.,.,.,.,.,.,.,.,.,.,.,197,.,.,.,.,.,.,121,39.5
2002sep,Manhattan,Central Harlem - Morningside Heights,Female,All,97,.,.,.,.,.,.,.,.,.,.,.,.,77,.,.,.,.,.,.,42,29.6
2002sep,Manhattan,Central Harlem - Morningside Heights,Female,Heterosexual,45,.,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,.,.,13,19
2002sep,Manhattan,Central Harlem - Morningside Heights,Female,Injection drug use history (IDU),13,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,.,.,17,75
2002sep,Manhattan,Central Harlem - Morningside Heights,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Manhattan,Central Harlem - Morningside Heights,Female,Unknown,39,.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,.,.,12,32.4
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,All,159,.,.,.,.,.,.,.,.,.,.,.,.,120,.,.,.,.,.,.,79,42.9
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,Heterosexual,18,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,11,57.5
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,Injection drug use history (IDU),22,.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,.,.,25,35.7
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,MSM-IDU,4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,2,93.5
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,Men who have sex with men (MSM),54,.,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,.,.,15,23.9
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Manhattan,Central Harlem - Morningside Heights,Male,Unknown,61,.,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,.,.,26,59.7
2002sep,Manhattan,Chelsea - Clinton,All,All,247,.,.,.,.,.,.,.,.,.,.,.,.,171,.,.,.,.,.,.,71,14.3
2002sep,Manhattan,Chelsea - Clinton,Female,All,29,.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,.,10,12.7
2002sep,Manhattan,Chelsea - Clinton,Female,Heterosexual,11,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,2,4.6
2002sep,Manhattan,Chelsea - Clinton,Female,Injection drug use history (IDU),4,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,7,12.8
2002sep,Manhattan,Chelsea - Clinton,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,7.4
2002sep,Manhattan,Chelsea - Clinton,Female,Unknown,14,.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,0,0
2002sep,Manhattan,Chelsea - Clinton,Male,All,218,.,.,.,.,.,.,.,.,.,.,.,.,142,.,.,.,.,.,.,61,12.6
2002sep,Manhattan,Chelsea - Clinton,Male,Heterosexual,5,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,0,0
2002sep,Manhattan,Chelsea - Clinton,Male,Injection drug use history (IDU),8,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,13,19.4
2002sep,Manhattan,Chelsea - Clinton,Male,MSM-IDU,9,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,5,45.3
2002sep,Manhattan,Chelsea - Clinton,Male,Men who have sex with men (MSM),154,.,.,.,.,.,.,.,.,.,.,.,.,93,.,.,.,.,.,.,35,11.3
2002sep,Manhattan,Chelsea - Clinton,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Chelsea - Clinton,Male,Unknown,42,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,7,9.8
2002sep,Manhattan,East Harlem,All,All,166,.,.,.,.,.,.,.,.,.,.,.,.,144,.,.,.,.,.,.,96,32.9
2002sep,Manhattan,East Harlem,Female,All,52,.,.,.,.,.,.,.,.,.,.,.,.,46,.,.,.,.,.,.,32,27.5
2002sep,Manhattan,East Harlem,Female,Heterosexual,27,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,6,22
2002sep,Manhattan,East Harlem,Female,Injection drug use history (IDU),8,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,17,22.5
2002sep,Manhattan,East Harlem,Female,Perinatal,1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2002sep,Manhattan,East Harlem,Female,Unknown,16,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,9,41.2
2002sep,Manhattan,East Harlem,Male,All,114,.,.,.,.,.,.,.,.,.,.,.,.,98,.,.,.,.,.,.,64,34.5
2002sep,Manhattan,East Harlem,Male,Heterosexual,12,.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,.,1,3.8
2002sep,Manhattan,East Harlem,Male,Injection drug use history (IDU),16,.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,.,.,32,35.5
2002sep,Manhattan,East Harlem,Male,MSM-IDU,3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4,19.2
2002sep,Manhattan,East Harlem,Male,Men who have sex with men (MSM),46,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,6,21.1
2002sep,Manhattan,East Harlem,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,East Harlem,Male,Unknown,37,.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,.,.,19,45.7
2002sep,Manhattan,Gramercy Park - Murray Hill,All,All,74,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,.,.,.,34,11.3
2002sep,Manhattan,Gramercy Park - Murray Hill,Female,All,10,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,3,8.9
2002sep,Manhattan,Gramercy Park - Murray Hill,Female,Heterosexual,5,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,2,21.5
2002sep,Manhattan,Gramercy Park - Murray Hill,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,5.5
2002sep,Manhattan,Gramercy Park - Murray Hill,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Gramercy Park - Murray Hill,Female,Unknown,5,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,All,64,.,.,.,.,.,.,.,.,.,.,.,.,59,.,.,.,.,.,.,31,11.4
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,Heterosexual,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,1,17.8
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,Injection drug use history (IDU),9,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,9,16.5
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,MSM-IDU,4,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,11.4
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,Men who have sex with men (MSM),37,.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,.,.,.,14,10.6
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Gramercy Park - Murray Hill,Male,Unknown,12,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,5,8.2
2002sep,Manhattan,Greenwich Village - Soho,All,All,81,.,.,.,.,.,.,.,.,.,.,.,.,58,.,.,.,.,.,.,21,11.8
2002sep,Manhattan,Greenwich Village - Soho,Female,All,3,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Female,Heterosexual,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Female,Unknown,1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Male,All,78,.,.,.,.,.,.,.,.,.,.,.,.,53,.,.,.,.,.,.,21,12
2002sep,Manhattan,Greenwich Village - Soho,Male,Heterosexual,3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Male,Injection drug use history (IDU),3,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,6,55.5
2002sep,Manhattan,Greenwich Village - Soho,Male,MSM-IDU,3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Male,Men who have sex with men (MSM),58,.,.,.,.,.,.,.,.,.,.,.,.,36,.,.,.,.,.,.,9,6.5
2002sep,Manhattan,Greenwich Village - Soho,Male,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Greenwich Village - Soho,Male,Unknown,11,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,6,26.2
2002sep,Manhattan,Lower Manhattan,All,All,29,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,.,.,9,15.9
2002sep,Manhattan,Lower Manhattan,Female,All,3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,1,15.6
2002sep,Manhattan,Lower Manhattan,Female,Heterosexual,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Manhattan,Lower Manhattan,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2002sep,Manhattan,Lower Manhattan,Female,Perinatal,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2002sep,Manhattan,Lower Manhattan,Female,Unknown,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,124.4
2002sep,Manhattan,Lower Manhattan,Male,All,26,.,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,8,16.2
2002sep,Manhattan,Lower Manhattan,Male,Heterosexual,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,0,0
2002sep,Manhattan,Lower Manhattan,Male,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,17.7
